ID,gender,strain, the number of alive littermates,birth parity,the year-season at birth,lg,birth weight ,AGE,BF
34902,2,1,3,2,117,2180,1.3,162,14.8
34971,2,25,2,2,117,2550,1.6,143.0296712,15.29971884
34784,2,36,2,1,117,2547,1.3,164.7097686,15.28379272
34970,2,1,2,4,117,2171,1.2,189.64625,11.99141324
9326,2,30,2,3,117,1813,1.2,158.4237977,16.06243064
9311,2,18,3,2,117,2558,1.7,155.7817917,17.25915202
34822,2,30,1,1,117,2549,1.2,160.6020715,13.24583109
33843,2,42,1,4,417,1256,1.2,204.89734,15.42487005
34901,2,42,2,3,117,1794,1.4,170.3003162,15.01950555
34821,2,40,1,2,117,2177,1.5,149.4052827,17.93659491
34662,2,40,1,5,117,895,1.4,154.4905556,13.73160571
34969,2,30,2,1,117,2559,1.5,156.8051734,15.75302013
35016,2,25,1,1,117,2560,1.4,154.1806546,19.82194357
34783,2,25,1,7,117,207,1.6,166.7681218,16.85420945
34900,2,42,1,2,117,2187,1.5,152.4562844,19.58905775
9303,2,31,1,1,117,2561,1.8,144.6480827,15.5083785
34782,2,1,1,2,117,2238,1.2,165.0678759,19.35920398
9287,2,31,2,1,117,2557,1.4,153.4411733,14.1988024
34781,2,30,1,4,117,1034,1.7,146.4022449,17.48765743
9309,2,37,1,1,117,2551,1.5,142.6072442,16.75443968
34780,2,1,1,2,117,2238,1.3,154.6884807,17.98658082
9308,2,37,1,1,117,2551,1.7,138.0698742,16.65948478
34779,2,1,2,2,117,2182,1.4,169.5406545,10.11595197
34755,2,30,1,5,117,698,2.1,154.1216303,20.04965702
34754,2,31,2,1,117,2557,1.2,169.9410417,12.24764795
34726,2,31,1,2,117,2152,1.8,156.0254491,13.2022271
34968,2,25,2,1,117,2546,1.9,149.4590647,13.69814324
34898,2,1,3,2,117,2180,1.4,144.6180586,20.14233129
34820,2,42,1,4,117,1827,1.5,174.8125771,8.734237829
9290,2,42,2,1,117,2556,1.3,150.1639064,16.00827542
34725,2,42,3,4,117,1272,1.6,155.3266576,12.11512915
9297,2,31,1,1,117,2561,1.7,140.4078058,12.60829493
34819,2,18,3,2,117,2558,1.4,163.4682129,16.1590609
9298,2,25,1,7,117,207,1.7,155.6947398,25.62077922
34778,2,1,1,2,117,2238,1.7,147.7813793,18.23418367
34818,2,18,3,2,117,2558,1.3,178.8979545,16.6226601
34897,2,30,3,2,117,2222,1.4,168.0834211,15.61332823
9324,2,1,2,4,117,1438,1.5,172.461892,10.9288511
9334,2,30,2,1,117,2559,1.8,164.665774,16.56934361
34817,2,42,2,1,117,2554,1.2,177.5567323,12.68676022
34896,2,42,1,6,117,670,1.8,183.8525743,13.92277101
34895,2,18,1,6,117,525,2,153.9359302,23.4902001
9302,2,1,1,2,117,2238,1.3,149.9229225,17.87828349
9307,2,25,2,1,117,2548,1.3,162.189578,18.58115126
34894,1,1,3,2,117,2180,1,177.9110182,16.639737
9293,2,37,2,4,117,1807,1.2,157.8670677,25.0359116
34816,2,25,2,1,117,2548,1.4,165.8668443,21.26636771
9299,2,42,2,4,117,1366,1.3,165.1877273,13.72541498
34753,2,31,3,2,117,2077,0.9,173.6521245,18.55276695
35015,2,18,2,2,117,2555,1.2,180.6762293,17.34002552
34893,2,40,2,3,117,2169,1,156.8113706,20.90233047
34967,2,25,3,3,117,2172,0.9,185.9826005,15.42250382
34815,2,18,2,6,117,702,1.1,187.9016505,10.84390244
34777,2,30,2,3,117,2132,1.3,176.7753104,12.41140104
34966,2,31,3,2,117,2562,1.3,187.1828133,11.80660502
35014,2,42,2,4,117,1825,1.6,178.7984499,17.23645527
9349,2,42,2,4,117,1348,1.4,174.4068981,14.04540902
34892,2,42,3,2,117,2114,1.4,180.5043271,11.44291092
34891,2,30,3,2,117,2222,1,181.9191032,18.59810006
9328,2,25,2,1,117,2546,1.9,158.7532353,18.65900933
34814,2,18,2,1,117,2552,1.5,158.9487838,14.32866242
34752,2,31,3,2,117,2077,1.5,168.1655133,18.74533882
34751,2,31,3,2,117,2077,1.4,154.4159107,20.10010064
34965,2,25,2,1,117,2546,1.8,144.5185959,15.86463878
34813,2,25,2,1,117,2548,1.4,158.9487838,13.65095541
9292,2,31,2,1,117,2553,1.4,165.7158048,13.27276736
9340,2,25,1,1,117,2560,1.2,152.3711567,13.98024691
34964,2,30,2,3,117,1813,1.7,146.6643438,20.60733797
34812,2,37,1,4,117,1306,1,165.1369959,18.91103679
9313,2,37,2,4,117,1386,1,153.8360037,14.02597403
9306,2,37,2,6,117,707,1.2,169.9160593,18.65454545
34811,2,18,2,1,117,2552,1,176.8232774,9.633023068
9337,2,30,2,1,117,2559,1.7,146.2277178,15.85576304
34810,2,25,2,1,117,2548,1.3,152.5944171,18.8151627
34890,2,37,2,4,117,1386,1.7,153.2403235,14.51261476
9348,2,42,2,2,117,2178,1.3,138.7866887,14.70515971
34889,2,1,3,2,117,2180,1.4,167.8278151,15.26972477
34809,2,1,2,4,117,1823,1.5,155.7817917,17.0705274
34776,2,1,2,2,117,2182,1.4,162.1482677,15.37521614
9325,2,30,2,3,117,1813,1.5,157.6625728,19.85570971
9301,2,42,2,4,117,1366,1.3,157.135339,13.53331027
9330,2,25,2,5,117,1114,1.8,159.1955118,17.54351585
34750,2,31,2,1,117,2557,1,153.2483333,18.9002989
9304,2,18,2,1,117,2552,1.8,157.872935,11.32402666
34808,2,37,1,4,117,1306,1.8,150.3231996,24.02209799
9291,2,31,2,1,117,2553,1.1,173.1083761,18.58695652
34888,2,30,2,5,117,839,2.1,147.6277846,20.18142996
34807,2,25,2,1,117,2548,1.2,163.4682129,17.56419663
34775,2,1,2,2,117,2182,1.1,172.04,14.33850932
34749,2,31,2,1,117,2557,1.4,151.7302753,16.50029499
34774,2,36,1,4,117,1352,2,160.3539535,16.22556818
34963,2,30,2,3,117,1813,1.6,154.1076692,17.95027624
34696,2,31,2,1,117,2563,1.2,156.8408242,13.00660823
34806,2,25,3,4,117,1336,1.3,152.0173551,16.2552737
34773,2,1,2,2,117,2182,1.2,167.6366495,18.50732807
34748,2,31,3,2,117,2077,1.6,158.9244877,17.63009404
9289,2,31,2,1,117,2557,1,148.6434483,13.34846939
34772,2,36,2,1,117,2547,1.2,155.29,15.65558583
34747,2,1,2,2,117,2186,1.1,148.4674957,15.94040115
9310,2,37,1,1,117,2551,1.7,147.4418631,15.25357257
9315,2,1,2,4,117,1438,1.8,145.3747603,12.83041825
34887,2,1,2,4,117,1438,1.8,145.2055983,14.28155647
34746,2,31,3,2,117,2077,1.4,158.9244877,18.48777429
34962,2,30,2,3,117,1813,1.5,163.100336,15.86086957
34805,2,37,1,4,117,1306,1.6,147.969878,18.05795235
9305,2,37,1,1,117,2551,1.7,141.9764754,18.56749848
34804,2,42,2,1,117,2554,1.5,155.9873684,13.50994475
34886,2,42,2,2,117,2174,1.2,149.6158929,15.95098814
9329,2,30,2,1,117,2559,1.4,156.3814107,16.17909187
34695,2,31,2,1,117,2563,1.4,152.3772144,12.96514119
34803,2,25,3,4,117,1336,1.3,170.4415957,17.77447796
9300,2,42,2,4,117,1366,1.2,153.1164519,17.65456369
34885,2,30,2,5,117,839,1.8,156.0781879,15.34294671
9316,2,30,2,5,117,839,1.7,157.9835328,16.07133758
34802,2,1,2,4,117,1823,1.4,164.8956911,13.90326409
34801,2,37,1,1,117,2551,1.5,152.2090109,11.89167503
34745,2,18,3,2,117,2167,1,175.7980472,14.39438815
34771,2,31,1,1,117,2561,2,164.6988773,10.39551294
34800,2,18,2,6,117,702,1.3,168.6675773,13.57204059
34961,2,18,1,4,117,1264,1.6,166.9785988,16.49745619
34960,2,18,1,4,117,1264,1.4,164.6553651,19.14490929
34884,2,42,1,2,117,2187,1.5,158.6144275,13.98655462
34883,2,18,1,6,117,525,1.5,173.1229741,14.66478873
34959,2,25,2,5,117,909,1.3,166.1121253,20.99887683
34882,2,42,2,3,117,1800,1.5,185.0765566,12.54193548
34744,2,30,1,5,117,698,1.9,151.4541986,13.82974887
34743,2,37,2,4,117,1807,1.5,150.9080676,14.37693047
34799,2,25,3,4,117,1336,1.1,177.303521,19.69132347
34770,2,36,1,4,117,1352,1.5,167.3300657,12.92996123
34769,2,1,1,2,117,2238,1.2,161.1798752,17.52734952
34768,2,1,2,2,117,2182,1.4,169.4448354,16.62535634
34742,2,31,2,1,117,2553,1.2,166.0429762,17.7701016
34798,2,25,3,4,117,1336,0.9,160.658738,21.16510067
35013,2,42,2,4,117,1825,1.3,181.9191032,9.010259658
34797,2,42,2,1,117,2554,1.4,155.609291,14.74157913
34741,2,31,2,1,117,2557,1.4,164.9843215,14.77055965
35144,2,40,1,5,117,934,1.6,164.7573326,18.01834575
34881,2,42,2,3,117,1800,1.6,172.8504839,16.02499024
34872,2,42,1,6,117,670,1.7,134.891298,19.1446958
34848,1,1,1,4,117,1819,1.4,138.875076,13.51111111
35075,1,37,3,4,117,2195,1.2,190.89625,10.03363148
35118,1,42,3,4,117,1333,1,157.1251449,12.88783425
35166,1,37,3,4,117,1400,1.3,149.2323516,13.80191693
35004,1,37,2,1,117,2564,1.5,149.0630687,10.42782277
35046,1,40,2,6,117,620,1.5,136.442027,12.05147546
35209,1,25,2,1,117,2565,1.1,146.4919231,13.23061531
35113,1,42,3,2,117,2224,1.3,152.5122222,10.99618529
35045,1,40,2,6,117,620,1.4,143.9756695,11.45835272
35071,1,18,3,1,117,2566,1.1,168.211628,8.286141461
35111,1,42,1,3,117,1832,1.9,146.2277178,14.35827431
9428,2,37,3,4,117,1372,1.9,151.6836703,13.40006709
9445,2,40,2,7,117,166,1.2,149.113915,16.68403865
9442,2,40,2,7,117,166,1.5,139.441208,14.14383458
35280,2,18,3,2,117,2209,1.2,170.8337298,17.75165136
9426,2,37,3,4,117,1372,1.4,158.0913285,14.05064636
35279,2,25,3,2,117,2217,1,155.0475188,13.79337017
35315,2,25,1,2,117,2223,1.6,154.7184026,17.94876779
9409,2,40,3,4,117,1168,1.8,154.6884807,15.94686547
9423,2,25,3,2,117,2217,1.7,146.4020242,13.74126679
35393,2,37,2,1,117,2567,1.5,162.649375,13.49317147
35278,2,18,2,1,117,2568,1.4,146.7492014,14.04878049
35314,2,31,1,3,117,2569,1.8,168.5738486,8.268423092
35277,2,25,1,2,117,2570,1.6,148.9748935,20.60848207
35354,2,40,2,7,117,166,1.2,147.7397101,13.32657561
9450,2,25,2,1,117,2571,1.1,179.4941962,14.19787325
9411,2,40,2,4,117,1404,1.8,152.9231522,13.69826435
9438,2,25,1,2,117,2223,1.6,154.7184026,15.57459216
9422,2,25,2,5,117,1436,1.1,149.1572222,19.29604724
9439,2,36,2,1,117,2572,1.5,152.0232949,16.23876547
9454,2,37,2,1,117,2567,1.5,150.1185316,12.9974026
9440,2,25,1,1,117,2573,1,159.7532789,15.54376696
35226,2,37,2,2,117,2574,1.6,165.7445803,13.48336756
35225,2,42,1,1,117,2575,1.3,156.0904468,17.30388802
9437,2,18,1,4,117,1423,1.2,162.4641968,11.140719
9451,2,25,2,1,117,2571,1,159.6795875,14.68048512
35269,2,37,3,4,117,1372,1.5,158.0913285,17.24837967
9418,2,18,2,1,117,2568,1.3,156.286673,14.22414515
35224,2,31,3,3,117,1843,1.4,155.8844836,14.53662239
35268,2,18,3,2,117,2227,1.2,141.4684539,16.61978022
9431,2,18,1,7,117,177,1.5,143.6269428,17.48106592
9459,2,37,2,1,117,2567,1.5,159.699264,11.76120067
9434,2,18,2,1,117,2568,1.4,155.0475188,15.39944751
9415,2,36,1,4,117,1347,1.3,161.503845,12.15560773
9432,2,25,2,3,117,2213,1.4,156.916912,17.94570326
9430,2,18,2,1,117,2568,1.2,154.7420853,12.25004305
9427,2,37,3,4,117,1372,1.5,143.9550844,14.71289667
35267,2,18,3,2,117,2209,1.2,159.4013148,14.88713084
9417,2,25,1,2,117,2570,1.4,164.4793514,20.08541084
35309,2,18,3,4,117,1504,1.1,162.3917206,13.34634146
35266,2,25,1,1,117,2576,1.5,162.6976962,11.46284454
35308,2,31,1,3,117,2569,1.7,162.6269675,11.85161051
9416,2,25,1,2,117,2570,1.3,159.4013148,14.69124754
9419,2,25,2,5,117,1436,1.1,138.6616081,12.58957993
9425,2,25,1,2,117,2570,1.4,150.5456306,15.62909332
35361,2,1,1,1,117,2577,1.6,153.231888,14.48526646
35307,2,31,1,3,117,2569,1.8,167.4128881,9.983483772
9399,2,42,2,2,117,2578,1.4,145.9861907,14.0242705
9420,2,37,3,4,117,1372,1.8,148.1623592,14.94304291
35265,2,37,3,4,117,1334,1,142.2566252,15.65352199
35306,2,25,1,2,117,2223,1.3,164.7879339,16.8939759
9452,2,25,2,1,117,2571,1.3,158.7752794,15.37190806
9414,2,36,1,4,117,1347,1.5,158.5159615,14.47108604
35110,2,42,3,4,117,1333,1.3,156.6461877,15.720461
35360,2,42,1,2,117,2147,1.3,150.179977,13.91894183
9413,2,37,2,2,117,2574,1.3,156.7130132,10.74059406
35305,2,25,1,2,117,2223,1.8,164.3008025,15.08597149
35165,2,42,2,2,117,2578,1.6,143.955783,13.42720388
9453,2,40,2,3,117,2237,1.2,164.9255263,12.57449253
35070,1,1,1,2,117,2192,1.2,151.4922727,14.1106497
35028,1,18,2,1,117,2579,1.5,139.4228431,12.06765007
35044,1,40,2,6,117,620,1.9,133.483708,11.52884052
35109,1,42,1,3,117,1832,2,139.5735366,12.47768046
35140,1,40,2,7,117,232,1.7,143.330529,10.54301958
35164,1,37,2,1,117,2580,1.2,147.3880942,13.66416405
35108,1,42,3,2,117,2224,1.2,154.3104802,13.34403321
35027,1,18,2,1,117,2579,1.1,149.9826856,18.36656447
35026,1,18,2,1,117,2579,1.4,154.2195455,15.02692565
35069,1,31,3,5,117,813,1.5,164.118666,12.09899666
35068,1,1,1,2,117,2192,1.6,143.5452521,19.93846154
35003,1,37,2,1,117,2564,1.3,151.3141228,10.37303953
35163,1,42,2,2,117,2581,1.1,159.5657538,7.735340554
35162,1,37,3,4,117,1400,1,144.1450347,17.03414634
35139,1,40,2,7,117,232,1.8,142.2673207,9.238330467
35207,1,25,2,1,117,2565,1.2,164.6877273,9.780920925
35002,1,37,2,1,117,2564,1.6,150.2214236,8.868292683
35067,1,31,3,5,117,813,1.4,152.4562844,12.10455927
35034,1,30,3,4,117,1380,1.5,154.7882719,11.5991182
35138,1,31,3,4,117,1342,1.1,174.0385955,7.559853718
35107,1,1,2,3,117,1842,1.8,151.5388532,12.10455927
35106,1,37,2,2,117,2201,1.6,156.0657177,7.395892575
35001,1,31,2,4,117,1861,0.9,187.1032353,14.25362135
35066,1,31,3,5,117,813,1.4,157.0226555,15.27203791
35000,1,31,2,1,117,2582,1.6,151.3141228,13.74206092
35105,1,37,2,2,117,2201,1.5,153.503785,7.425077293
35161,1,37,2,1,117,2580,1.1,155.1927778,16.5700726
35177,1,25,3,3,117,1859,1.7,179.2542857,8.315753425
35176,1,25,3,3,117,1859,1.3,165.757246,13.60823781
35104,1,1,2,3,117,1842,1.7,165.774375,9.75660091
35160,1,42,2,2,117,2581,1.4,148.9514299,13.40006709
35159,1,18,2,1,117,2583,1.3,140.6283891,12.05248953
9406,2,25,3,3,117,1859,1.6,158.2173833,13.11610677
35137,2,1,2,3,117,2584,1.4,154.2089793,16.8311042
9407,2,25,3,3,117,1859,1.4,155.5089922,15.93409091
35136,2,25,1,2,117,2168,1.7,157.9875414,16.10272873
9362,2,42,3,3,117,1863,1.6,178.8979545,8.985221675
9368,2,37,2,2,117,2201,1.1,149.0659769,9.50560472
35065,2,31,3,5,117,813,1,186.8788554,9.708005193
9361,2,18,3,1,117,2566,1,161.6175692,9.990455531
35103,2,42,2,4,117,2202,1.2,167.5732809,13.67478062
35064,2,42,3,3,117,1863,1.6,157.3426879,11.27459403
35135,2,25,2,1,117,2585,1.6,153.7043258,16.85285616
9373,2,37,2,2,117,2201,1,145.9714169,10.46104827
9347,2,30,2,1,117,2586,1.3,151.1720671,15.34872798
35102,2,42,3,2,117,2224,1.3,152.7489466,12.96901981
9344,2,18,2,1,117,2579,1.3,149.9517965,16.46768049
9385,2,1,2,3,117,1842,1.9,151.2064778,14.44088859
9396,2,42,2,3,117,2587,1.7,157.4462805,13.80977269
35134,2,31,3,1,117,2588,1.6,152.2183241,13.66373365
35063,2,37,3,4,117,2195,1.3,168.8782353,12.23669725
35158,2,42,2,3,117,2587,1.5,166.6107672,13.89847989
35062,2,31,1,2,117,2589,1.9,144.3855882,16.35976331
9398,2,37,2,1,117,2580,1,147.2002706,14.96355002
35025,2,18,2,1,117,2579,1.2,138.6162336,14.55109961
35175,2,25,3,3,117,1859,1.4,157.5551777,17.78869424
35133,2,40,2,7,117,232,1.9,131.042031,14.43181442
35043,2,40,2,6,117,620,1.7,144.3209117,15.12255674
9363,2,18,3,1,117,2566,1.3,166.8540496,13.90662651
9397,2,42,2,2,117,2581,1.2,156.0530309,13.84458599
35206,2,25,2,1,117,2565,1.1,166.1413948,9.702883866
35042,2,18,1,1,117,2590,1.1,162.2622906,17.26338561
9388,2,25,2,1,117,2585,1.2,157.0182819,15.2
9359,2,25,2,5,117,842,1.8,153.965738,11.51608961
34999,2,31,2,1,117,2582,1.3,154.7573181,10.78628458
9395,2,25,1,2,117,2168,1.7,141.5852658,17.95341959
9351,2,1,1,1,117,2591,1.8,133.773841,11.6247709
35041,2,18,2,4,117,1148,1.8,148.5739922,12.91768107
35101,2,1,2,1,117,2592,1.3,174.133232,11.71711027
9341,2,31,2,1,117,2582,1.5,165.4525123,13.04504244
9380,2,42,3,4,117,1333,1.5,181.6021345,10.60509796
35157,2,42,2,2,117,2581,1.3,157.8821246,11.79522184
9342,2,31,2,1,117,2582,1.5,163.8298004,14.93162119
9391,2,31,3,4,117,1342,1.2,167.0307895,12.88885484
9402,2,42,2,3,117,2587,1.6,150.621422,13.86018237
9400,2,18,2,1,117,2583,1.1,167.121695,15.85474213
35100,2,1,2,1,117,2592,1.2,159.1808537,17.89129891
35099,2,37,2,3,117,2194,1.5,171.1021629,8.678911298
35098,2,37,2,3,117,2194,1.4,160.0679007,11.91491812
9360,2,25,2,5,117,842,1.6,150.1383096,14.37163493
9366,2,1,1,2,117,2192,1,155.6792924,17.05582917
35156,2,42,2,2,117,2581,1,153.0675822,14.06465413
9392,2,1,2,3,117,2584,1.5,147.4599735,16.21465321
9350,2,1,1,1,117,2591,1.2,161.2441016,13.21030043
35132,2,1,2,3,117,2584,1.3,155.4397383,17.96291252
35097,2,37,1,4,117,1187,1.3,156.286673,15.75157013
35096,2,1,2,3,117,1842,1.5,146.575312,12.71131048
35155,2,37,2,1,117,2580,1.5,144.5869965,12.41847531
9389,2,42,2,5,117,916,1.8,161.3447894,12.83518417
9382,2,37,2,2,117,2201,0.6,152.4562844,8.778115502
9390,2,42,2,5,117,916,1.5,169.6246774,11.00382663
9339,2,37,2,1,117,2564,1.1,167.2416533,8.715928231
35095,2,37,2,3,117,2194,1.6,173.0141238,15.53496129
9394,2,25,2,1,117,2585,1.4,156.1707471,9.9018974
35094,2,1,3,3,117,2141,1.2,167.7004145,20.16604926
9345,2,18,2,1,117,2579,1.3,156.1260092,17.92583587
35093,2,42,3,2,117,2224,1.2,164.7210389,12.97263394
9374,2,1,2,3,117,1842,1.9,156.4959524,16.5441454
9365,2,18,3,1,117,2566,1.1,155.7817917,14.24115822
9403,2,37,2,1,117,2580,1.3,136.418962,16.21751696
9401,2,37,3,4,117,1400,1.1,159.210432,20.56844017
35092,2,1,2,1,117,2592,1.2,160.5166782,20.85230269
9357,2,37,3,4,117,2195,1,174.109414,15.3176891
9383,2,1,2,3,117,1842,1.5,163.6411663,12.66197705
35080,2,42,1,3,117,1832,1.8,161.6542822,10.07238928
35174,2,18,1,1,117,2593,1.6,178.5531215,11.16958175
35149,1,42,2,2,117,2578,1.5,153.1273894,13.2286181
35249,1,25,2,5,117,1436,1.2,149.7704965,10.11675393
35289,1,36,2,1,117,2572,1.4,172.3245861,11.89095219
35357,1,42,1,2,117,2147,1.7,163.5129381,12.64667418
35288,1,30,2,7,117,223,1.2,156.916912,14.97074711
35287,1,31,1,3,117,2569,1.8,184.1801967,8.55916006
35286,1,1,1,1,117,2594,1.3,152.9449539,15.03245718
35242,1,18,1,7,117,177,1.4,146.2309247,14.30418251
35284,1,25,1,2,117,2223,2,163.7601777,10.03757643
35240,1,25,3,2,117,2217,1.6,151.9217873,13.04812406
35188,1,40,3,4,117,1168,1.9,151.3574779,14.47997386
35214,1,36,1,4,117,1347,1.8,155.29,15.09645777
35187,1,37,2,3,117,2248,1.2,153.2483333,10.54055131
35283,1,31,1,3,117,2569,1.7,158.0913285,8.914892863
35318,1,31,3,3,117,2595,1.3,159.865495,13.57595074
9412,1,36,1,4,117,1347,1.6,152.3474324,13.08482232
35239,1,25,3,2,117,2217,1.7,153.3737156,8.408510638
35238,1,18,3,2,117,2209,1.4,135.7521648,16.89226811
35237,1,25,1,1,117,2576,1.7,161.277069,10.65397512
35186,1,37,2,3,117,2248,1.4,139.4228431,12.70699576
35236,1,18,1,7,117,177,1.5,138.9427778,14.38298878
35213,1,31,1,7,117,257,1.8,179.2794068,9.386318154
35148,1,42,2,2,117,2578,1.4,147.4921165,11.90119621
35185,1,30,2,4,117,2596,2.7,158.8178436,9.235844789
35147,1,42,2,2,117,2578,1.6,164.0589024,10.16773271
35356,1,1,1,1,117,2577,1.7,164.1196632,9.090730602
35146,1,42,2,2,117,2578,1.5,154.8547482,14.60530504
35235,1,37,3,4,117,1372,1.1,159.6043204,12.94514408
35234,1,36,2,1,117,2597,1.6,162.7672954,12.07792776
35212,1,37,2,2,117,2574,1.6,151.4016071,9.372332016
35182,1,40,3,4,117,1168,1.6,156.7266279,14.03796819
35211,1,31,1,7,117,257,2,186.0646437,8.999231098
35233,1,37,3,4,117,1372,1.7,171.1048396,9.887235283
35145,1,42,2,2,117,2578,1.3,164.8678487,12.69126214
35181,1,1,1,3,117,2216,1.6,150.8951762,14.68814056
35232,1,25,3,2,117,2217,1.3,158.7319557,13.91677852
35231,1,37,3,4,117,1372,1.8,160.4903425,15.2925833
35180,1,1,1,3,117,2216,1.2,162.4472896,13.13593694
35230,1,37,3,4,117,1372,2,179.655,8.579987621
35282,1,30,2,7,117,223,1.1,158.6334466,11.67982924
35179,1,1,1,3,117,2216,1,173.9257527,10.46966029
35411,1,18,1,1,117,2598,1.7,168.040641,12.28053114
35410,1,25,3,4,117,1867,1.4,162.1076829,13.00296587
35512,1,25,2,1,117,2599,1,168.5494086,11.85849278
35433,1,18,1,1,117,2600,1.1,171.2398408,14.99467387
35409,1,25,3,4,117,1867,1.5,164.2927336,13.82420938
35387,1,31,1,5,117,878,1.7,167.2079293,7.972851346
35511,1,36,2,3,117,2221,1.5,175.4888636,9.6591133
35596,1,18,3,3,117,1846,0.7,170.3983333,11.88608206
35408,1,25,2,1,117,2601,1.1,194.64625,18.96601073
35510,1,37,3,2,117,2257,1.4,187.5143789,8.15263509
35489,1,30,1,4,117,2602,1.8,162,14.2
35407,1,42,1,5,117,830,2.2,166.8058629,8.313952196
35509,1,25,3,2,117,2200,1.3,188.39625,10.64543828
35488,1,42,1,4,117,1485,1.6,174.133232,8.541444867
35487,1,30,1,4,117,2602,1.5,170.0353209,14.67138139
9473,1,42,1,4,117,1470,1.7,138.9427778,13.25174247
35486,1,37,2,2,117,2603,1.4,151.01681,13.5955978
35386,1,30,3,1,117,2604,1.2,161.4005769,11.86629055
35432,1,18,1,1,117,2600,1.2,156.3075234,12.03050498
35508,1,25,2,1,117,2599,1.3,156.1589614,15.31035948
35385,1,31,1,5,117,878,1.7,154.1492342,9.086682165
35431,1,31,1,1,117,2605,1.2,149.7410105,13.85316456
35430,1,31,1,1,117,2605,1.3,153.3104545,12.003215
35485,1,25,2,4,117,1457,1.8,174.8427778,8.694448914
35484,1,37,2,2,117,2603,0.9,160.2918473,14.20530016
35384,1,40,2,1,117,2606,2,154.9313339,12.71494483
9494,1,36,3,7,117,237,1.3,147.8429279,12.9939555
35449,1,42,1,4,117,1470,1.6,147.7932609,14.95081967
35448,1,42,1,4,117,1470,1.5,150.9755381,13.66416405
35406,1,25,3,4,117,1867,1.5,157.7624178,12.93193031
35483,1,42,1,4,117,1485,1.5,170.9678017,9.098591549
35497,1,1,2,2,117,2607,1.6,150.7729235,12.48225428
35429,1,18,1,1,117,2600,1.1,169.1550835,14.45473204
35383,1,1,2,3,117,1801,1.9,147.7582203,8.072316384
35428,1,42,2,6,117,716,1.6,152.3474324,15.08389239
35507,1,37,1,6,117,536,0.9,160.5707789,10.14635579
35382,1,40,2,1,117,2606,1.7,142.8545161,12.7942446
35427,1,18,2,3,117,1880,1.4,157.3442453,9.385446985
35447,1,42,2,5,117,928,2,144.2212081,11.48507463
35381,1,40,2,3,117,2218,2.1,143.2449595,15.64134196
35380,1,40,2,3,117,2218,1.5,161.4005769,11.09449929
35426,1,37,1,2,117,2239,1.6,156.8234507,7.834673107
35405,1,25,3,4,117,1867,1.6,156.2159259,17.61253406
35379,1,31,1,5,117,878,1.9,144.8388683,10.44753322
35446,1,42,2,5,117,928,1.3,159.3849612,8.841477273
35425,1,18,2,3,117,1880,1.3,145.3922727,13.39837804
35482,1,37,2,2,117,2603,1.5,144.3683898,14.51299435
9455,2,31,1,5,117,878,1.7,158.5960507,8.771044467
9489,2,1,3,2,117,2220,1.6,154.6943136,19.23862165
9463,2,25,2,1,117,2601,1.5,146.9960008,16.58702686
9462,2,37,2,1,117,2608,1.1,154.2463796,15.46019611
35378,2,40,2,3,117,2218,1.9,162.5169417,14.59978655
9464,2,25,2,1,117,2601,1.4,149.8923124,17.55769107
35404,2,25,2,1,117,2601,1.9,148.2921478,14.34965035
35424,2,18,2,3,117,1880,1,156.8234507,14.81980335
35403,2,18,1,1,117,2598,1.3,156.6241078,12.62337662
35445,2,42,1,4,117,1470,1.7,147.7932609,13.19189971
35377,2,37,2,1,117,2609,1.1,142.083,16.93210354
35444,2,42,2,2,117,2610,1.8,150.9755381,14.20711096
35443,2,42,1,4,117,1470,1.3,140.7394337,18.67324113
9481,2,25,1,4,117,1876,1,148.6825439,17.90900843
35376,2,1,2,3,117,1801,1.7,136.735997,10.57055838
35423,2,42,1,4,117,1874,1.5,155.3909036,16.3217999
9456,2,31,1,5,117,878,1.7,145.9033527,13.84461586
9477,2,25,1,4,117,1876,1.1,159.1664507,15.61488834
9491,2,25,2,1,117,2599,1.3,145.6158734,18.10166209
35422,2,18,2,3,117,1880,1.2,153.7005839,16.5483871
9504,2,36,3,7,117,237,1.3,152.0294465,14.33547053
9482,2,42,2,3,117,2138,1.4,163.7601777,13.38343524
35442,2,42,2,5,117,928,1.5,161.3903452,13.6256947
35421,2,42,2,6,117,716,0.9,170.9753814,17.38983051
9471,2,37,1,2,117,2239,1.3,156.4103227,13.73408974
9492,2,1,3,2,117,2220,1.3,159.210432,15.40148901
35441,2,1,2,4,117,2226,1,164.8956911,24.45756677
35506,2,36,2,2,117,2611,1.1,151.1016359,13.82614889
35481,2,37,2,2,117,2603,1.4,170.9678017,11.88169014
35505,2,36,2,2,117,2611,1.2,155.2128927,14.80477864
35420,2,31,1,1,117,2605,1.1,162.9511744,15.77030995
9479,2,18,1,5,117,957,1.5,159.2756002,16.11410325
9460,2,40,2,1,117,2606,1.6,157.4502832,18.12477377
9474,2,42,2,5,117,928,1.3,161.6175692,11.57310195
35550,2,36,3,7,117,237,1.1,170.4072907,12.44628891
9490,2,42,1,1,117,2612,1.4,160.2276253,15.12764555
35504,2,36,2,3,117,2221,1,168.1566935,13.20864318
9488,2,1,3,2,117,2220,1.2,153.3688606,17.22421308
9485,2,42,1,4,117,1485,1.6,160.9690139,16.26623165
9476,2,25,2,1,117,2613,1.1,167.1034058,11.66231611
