ID,gender,strain, the number of alive littermates,birth parity,the year-season at birth,lg,birth weight ,AGE,BF
20106,1,42,1,3,415,133,1.3,191.1910291,10.58252934
4703,2,18,1,1,414,369,1.7,146.2340236,16.3852776
4676,2,42,1,1,414,353,1.9,151.0492513,13.06590258
19569,2,18,1,1,414,369,1.5,174.2005603,16.16338028
20368,1,25,1,3,415,107,1.8,154.4081641,13.69957082
19557,2,1,1,3,414,23,1.5,165.5235657,13.55047342
20286,1,25,2,1,415,528,1.3,170.8183149,14.45475285
19568,2,18,1,1,414,369,1.4,139.9362934,17.3510276
4685,2,1,2,3,414,35,1.7,150.2780491,18.13248367
4668,2,42,1,1,414,353,1.6,149.628073,13.24564602
19556,2,1,1,3,414,23,1.6,164.581996,14.54056399
19555,2,18,1,1,414,376,1.9,143.4807468,16.91435464
4684,2,30,1,1,414,362,1.6,145.7436656,15.72509936
4693,2,40,1,1,414,368,2.2,149.3280809,12.71747851
4687,2,1,2,3,414,35,1.4,172.8143711,16.70202213
4695,2,1,2,1,414,375,1.5,175.8359957,14.72238806
4683,2,30,2,1,414,380,1.4,172.2866075,12.79087799
4714,2,18,1,1,414,369,1.7,148.1174014,18.4947001
4840,2,42,2,1,414,417,1.7,154.2547028,14.4666924
19868,2,42,2,1,414,417,1.6,170.9064216,8.294551845
4833,2,42,2,3,414,66,1.5,171.8245355,17.63226655
5134,2,30,1,1,415,514,1.7,139.8378474,15.19760139
5031,2,36,2,1,415,530,1.1,158.9612512,14.24847512
5040,2,36,2,1,415,530,1.3,139.1054571,13.70651558
20259,2,1,1,1,415,519,1.5,167.1934744,12.90713335
5036,2,36,2,1,415,530,1.3,148.7932108,15.65473271
5014,2,30,2,1,415,535,1.4,152.9231522,12.05447263
5015,2,36,2,1,415,533,1.2,159.8045853,9.769701255
20433,2,1,1,1,415,513,1.3,155.0664119,12.29662921
5000,2,25,3,1,415,507,1.4,180.2581151,17.07906977
20257,2,25,1,1,415,529,1.4,161.8845305,12.08895381
4970,2,1,1,1,415,537,1.5,158.7961743,12.93705671
5046,2,42,2,1,415,512,1.3,170.5664501,13.23440609
5052,2,25,2,1,415,528,1.3,181.2208824,12.28360864
5064,2,42,2,1,415,516,1.3,191.8503393,13.25181631
20335,2,1,1,1,415,526,1.1,181.6352381,13.23493151
20173,2,25,3,1,415,507,1,167.0508087,11.17356599
20283,2,36,1,1,415,511,1,183.3146416,12.22005583
5082,2,30,1,1,415,538,1.6,169.2095946,16.10359035
5090,2,18,1,1,415,508,1.1,163.754876,21.52951807
20282,2,36,1,1,415,511,1.1,204.9004772,13.2549058
20281,2,25,2,1,415,528,1.2,187.3559594,15.19664977
5017,2,36,2,1,415,533,1.3,153.1164519,16.0994985
20128,2,25,1,1,415,532,1.5,191.5233032,12.89059866
4954,2,25,2,3,415,132,1.6,181.2719857,16.1422364
20366,2,30,1,3,415,13,1.3,172.0679018,16.13311793
20432,2,25,1,1,415,522,1.4,171.5102915,9.208759124
5060,2,42,3,1,415,524,1.5,173.4493681,13.2900843
20149,2,31,1,1,415,525,1.7,176.3986957,11.54384858
20148,2,25,1,1,415,515,1.7,167.3300657,14.04112978
5018,2,30,2,1,415,535,1.2,155.0887523,12.27990479
20206,2,1,2,1,415,520,1.1,169.5406545,17.10325901
20147,2,36,3,1,415,509,0.9,252.5960345,12.00854093
4988,2,36,2,1,415,385,1.5,158.7114015,14.93574409
4963,2,42,1,3,415,133,1.2,163.2113497,19.66334332
4998,2,25,1,1,415,536,1.5,153.6347107,15.3164945
5039,2,25,1,1,415,529,1.2,154.0360428,14.04998288
20431,2,1,1,1,415,513,1.5,169.0358791,15.14551971
20058,2,25,2,1,415,477,1.1,176.7789241,16.16822717
20333,2,42,2,1,415,516,1.1,186.990495,18.19148936
5132,2,42,1,1,415,521,1.6,167.0474324,17.39187758
20172,2,30,2,1,415,523,1.2,222.0964815,12.80166363
20332,1,30,1,3,415,45,1.4,193.3554916,13.87871801
20278,1,25,2,1,415,528,1.1,167.5407928,15.88373702
20205,1,31,2,1,415,387,1.4,179.7313265,11.65686194
20233,1,31,1,1,415,539,1.2,171.3721275,13.10212186
4804,2,1,2,1,414,406,1.3,158.1393187,14.50988172
5035,2,42,2,1,415,512,1.4,164.7516045,17.10307167
4977,2,25,3,1,415,527,1.3,144.8233728,12.79106145
20105,2,1,2,1,415,540,1.7,147.683,16.44367748
4995,2,25,1,1,415,536,1.3,156.463976,13.84406111
20104,2,40,1,1,415,541,1.6,152.6104698,10.80447761
5122,2,25,1,3,415,107,2.1,140.1829426,18.09931771
20232,2,1,1,3,415,131,1.2,154.9730357,18.11383399
5024,2,1,1,1,415,510,1.5,150.9205413,13.98870128
4972,2,25,2,1,415,517,1,156.1815198,12.72972182
4957,2,40,1,1,415,541,1.4,158.935,11.21863211
20146,2,31,1,1,415,525,1.2,160.3994465,19.07872663
20277,2,42,3,1,415,524,1.3,183.5537615,15.28807947
20089,2,25,2,3,415,132,1.2,169.8047485,14.35405884
20171,2,25,3,1,415,507,1.5,145.3621577,14.74515409
20429,2,1,1,1,415,513,1.5,154.9671415,13.95631633
20088,2,25,2,3,415,132,1,163.7885051,17.13763332
20203,2,1,1,1,415,510,1.8,151.9098365,14.63381089
4960,2,42,1,3,415,133,1.3,162.8685419,13.6174708
5103,2,30,1,1,415,542,2,145.8106044,10.70925317
5050,2,42,3,1,415,524,1.4,155.9250733,13.28334457
20331,2,1,1,1,415,526,1.5,144.8257884,14.99178082
5113,2,25,1,3,415,107,1.8,153.7985616,11.96166134
20103,2,1,2,1,415,540,1.4,154.1469149,11.63888451
5047,2,42,2,1,415,512,1.4,169.9652049,10.83766816
5128,2,25,1,3,415,107,1.7,156.719878,19.61695967
4955,2,25,2,3,415,132,1.4,168.2726886,15.34115998
5055,2,25,2,1,415,528,1.4,148.9750343,12.85077753
20253,2,36,2,1,415,530,1.7,152.3772144,16.51723466
5061,2,25,2,1,415,528,1.1,141.0982937,14.593075
20170,2,25,1,1,415,536,1.2,185.7441995,11.03990218
5081,2,18,1,1,415,508,1.6,139.7890157,18.76939314
20102,2,1,2,1,415,540,1.4,163.2986565,16.26634958
20229,2,1,1,3,415,131,1.5,154.2031206,13.96649215
4997,2,30,2,1,415,523,1.5,168.7763861,12.68409996
5097,2,30,1,3,415,45,1.9,147.0813837,13.24564602
4987,2,31,1,1,415,525,1.3,143.8231314,16.4948886
5041,2,25,1,1,415,529,1.7,142.883,13.59452544
20168,2,36,2,1,415,385,1.6,147.7141803,15.73657943
5111,2,30,1,1,415,542,2.3,139.8847933,12.13842059
5042,2,25,1,1,415,529,1.9,140.3285514,11.59187464
20127,2,1,1,1,415,537,1.3,165.0032908,12.71454829
20126,2,1,1,1,415,537,1.9,154.3986629,12.01107046
20144,2,36,3,1,415,509,1.6,150.9326174,15.22835821
4982,2,25,2,1,415,517,1.3,164.3932197,9.513212796
20143,2,31,1,1,415,525,1.5,150.8450084,17.34174305
20199,2,1,1,1,415,543,1.2,171.3742253,15.77385159
20250,2,1,1,1,415,519,1.5,199.0542405,11.75576662
20125,1,25,1,3,415,76,1.8,138.418663,14.62299575
5140,2,42,1,1,415,521,1.7,154.6647679,9.996653577
20274,2,42,3,1,415,524,1.5,145.4092053,13.78083538
5087,2,42,2,1,415,516,1.1,161.3229457,12.825
20142,2,36,1,1,415,544,1.7,151.8168613,14.31877154
4981,2,36,3,1,415,509,1.2,151.4613744,14.35951265
5013,2,1,1,1,415,510,1.2,146.5661438,18.26213592
20329,1,30,1,3,415,45,1.4,155.609291,13.53629278
20141,1,25,1,1,415,515,2.2,150.149388,13.51736915
20227,1,1,1,3,415,131,1.8,163.3236538,13.8922426
20363,1,25,1,3,415,107,2.3,142.8752133,15.99853815
4971,1,25,3,1,415,527,1.3,151.4613744,12.47910028
20140,1,25,2,1,415,517,1.5,161.2398848,13.26939122
20087,1,25,2,3,415,132,2,150.3115798,9.517241379
20328,1,30,1,1,415,538,1.4,154.6129927,11.12419355
20196,1,31,1,1,415,545,1.9,165.0839255,8.736562001
20195,1,30,2,1,415,535,1.6,145.273871,13.12230216
4980,1,25,3,1,415,527,1.1,166.4390848,12.3704698
20139,1,25,3,1,415,527,1.3,169.6444758,10.39551294
20427,1,42,1,1,415,521,1.5,166.1121253,11.47255709
20138,1,31,1,1,415,525,1.9,166.7869807,12.59713122
20167,1,25,1,1,415,536,1.3,151.0593692,14.15838168
20426,1,1,1,1,415,513,1.7,147.4418631,8.065107337
5005,2,30,2,1,415,535,1.6,143.8593561,12.94764862
20086,2,30,1,1,415,484,1.5,164.4399769,12.75589587
20122,2,42,1,1,415,468,1.8,146.5625279,12.74256897
20121,2,1,1,1,415,537,1.6,173.0127823,14.50603829
20137,2,25,3,1,415,527,1.4,157.0588721,11.11976401
20101,2,1,2,1,415,540,1.5,146.3242344,15.59524019
4989,2,36,2,1,415,385,1.4,148.2987593,14.98375402
20164,2,36,2,1,415,385,1.5,143.5730189,16.65948478
20193,2,1,2,1,415,520,1.3,164.2851923,8.875599436
20120,2,25,1,1,415,532,1.2,152.393903,17.45017977
20085,2,25,2,3,415,132,1.3,169.3292582,10.63087248
20192,2,31,1,1,415,545,1.2,161.5582532,16.00108807
20326,2,30,1,3,415,45,1.1,168.9607317,14.10623145
20191,2,36,2,1,415,533,1.4,151.9955085,11.76497175
20248,2,1,1,1,415,519,1.5,176.6859883,14.26926792
4915,2,30,3,1,415,384,1.4,153.5111228,10.8421495
20425,2,30,1,1,415,514,1.2,140.0101066,18.48920229
4959,2,1,2,1,415,540,1.6,152.0723541,18.02580448
20325,2,30,1,1,415,538,1.3,163.0349226,15.61488834
20424,2,1,1,1,415,513,1.5,160.3295053,11.66306148
5023,2,36,2,1,415,533,1.2,151.9955085,15.37175141
4984,2,25,3,1,415,527,1.3,170.0331641,16.14592275
20224,2,25,2,1,415,534,1.2,174.881736,15.12517986
20247,2,42,2,1,415,512,1.6,161.5182864,14.15904778
4958,2,40,1,1,415,541,1.2,162.3617989,14.00511883
5053,2,36,1,1,415,511,1,178.4291151,12.61028166
20246,2,42,2,1,415,512,1.5,162.7195541,14.96175549
4892,2,30,1,1,415,546,1.3,166.5453957,11.61167109
20423,2,1,1,1,415,513,1.5,160.3295053,11.66306148
20324,2,30,1,3,415,45,1.6,150.0103608,15.91506675
20245,2,42,2,1,415,512,1.2,168.633345,12.7650082
5079,2,30,1,3,415,45,1.3,169.3354893,16.68975265
20186,2,31,1,1,415,545,1.6,176.055999,8.81409892
5009,2,36,2,1,415,533,1.3,152.5351022,14.15023652
20323,2,1,1,1,415,526,1.7,159.9601977,13.15475614
20185,2,1,2,1,415,520,1.4,176.4619729,11.64697834
4991,2,25,1,1,415,536,1.7,152.7528493,14.41580681
20422,2,30,1,1,415,514,1.7,159.3530952,13.67521846
20136,2,25,2,1,415,517,1.4,154.6073077,14.88744068
20184,2,1,1,1,415,510,1.7,163.8372432,12.97670071
20162,2,36,2,1,415,385,1.3,165.3401894,15.60166898
5016,2,1,1,1,415,510,1.7,148.8697697,12.94505495
19916,2,1,1,1,415,464,1.3,183.6066412,15.67208481
20421,2,18,1,1,415,547,1.2,181.1468436,16.59187386
5099,2,42,1,1,415,548,1.4,159.5173256,14.41231401
20321,2,1,2,1,415,549,1.2,166.1269141,12.72103004
20420,2,18,1,1,415,550,1.7,148.34653,12.8511038
20320,2,25,2,1,415,551,0.9,178.9393243,12.88287228
5142,2,30,1,1,415,552,1.2,150.131392,13.33564214
5161,2,30,1,1,415,553,1.8,148.9971799,16.80460653
20319,2,1,2,1,415,549,1.6,150.7426596,16.20822436
20318,2,1,2,1,415,549,1,172.4016393,15.37942664
5077,2,42,2,1,415,554,1.2,179.0827489,15.04477612
20419,2,18,1,1,415,555,1.6,161.2578571,15.30094373
20361,2,25,1,3,415,98,2,152.7885783,17.15804105
5108,2,42,2,1,415,556,0.9,169.6014235,17.81157758
20317,2,25,2,1,415,551,0.9,184.3058886,13.02062233
20476,2,31,2,1,415,557,1.3,179.2872222,16.39839099
20316,2,42,2,1,415,554,1,171.8858291,10.92969946
5080,2,42,2,1,415,558,1.5,169.3688616,15.84343046
20475,2,30,2,1,415,559,1.6,185.7914569,12.18042839
5078,2,42,2,1,415,554,1.5,164.3986381,11.97331922
5157,2,30,2,1,415,559,1.5,161.0698418,10.58413926
5141,2,31,2,1,415,557,1.6,166.6009296,11.35186341
5071,2,42,2,1,415,558,1.6,164.8546135,14.53515141
20360,2,25,2,1,415,560,2,168.3658526,12.13326003
5121,2,42,1,1,415,548,1.7,169.6014235,13.86469392
20359,2,25,1,1,415,561,1.5,177.433319,14.55774648
20358,1,42,1,1,415,548,1.4,165.2276774,10.45544554
20057,1,25,2,1,415,480,1.7,175.2687736,10.61787942
20471,1,1,1,1,415,562,1.8,158.765,10.72042867
20417,1,42,1,1,415,563,1.3,153.8158621,9.160714286
20775,1,42,1,1,415,564,2.4,152.4013636,13.37762894
20314,1,42,2,1,415,554,1.4,152.7889496,9.202366864
5075,1,42,2,1,415,554,1.4,136.8328571,7.689507495
20313,1,42,2,1,415,558,1.8,153.6904237,11.24971751
20311,1,30,1,3,415,108,2,146.8792857,13.25174247
20508,1,25,1,1,415,565,1.5,153.0106522,8.091031823
20470,1,30,2,1,415,559,1.9,160.8455556,8.200544959
20357,1,31,1,1,415,531,1.1,166.0197619,12.43201678
20356,1,42,2,1,415,556,1.4,166.0197619,13.57958756
20310,1,1,2,1,415,549,1.5,157.4544737,10.37303953
20355,1,42,1,1,415,566,1.6,151.0691667,14.20420272
20100,1,1,2,1,415,540,1.4,149.9419231,16.40344234
20354,1,42,2,1,415,556,1.2,152.8429661,13.48248588
20309,2,25,2,1,415,551,0.9,171.3755133,18.77695503
5072,2,42,2,1,415,558,1.4,159.2358556,12.1460046
20467,2,30,2,1,415,559,1.2,180.0204054,10.95044144
5125,2,25,1,1,415,561,1.5,148.6829153,11.83448276
20466,2,31,2,1,415,557,1.8,153.6936458,15.36585366
5126,2,42,1,1,415,548,1.7,155.1466017,14.71579958
20504,2,25,1,1,415,565,1.6,171.7575358,10.7154047
5127,2,25,2,1,415,567,1.3,163.2382558,12.63417137
5114,2,25,2,1,415,560,1.7,145.2230252,10.8205654
5083,2,1,2,1,415,549,1.3,159.2358556,15.11502795
5120,2,42,1,1,415,566,1.5,158.34459,14.1253535
5123,2,25,1,3,415,98,1.4,157.4539036,16.96882651
5096,2,1,2,1,415,549,1.5,145.1552496,15.98186574
20412,2,18,1,1,415,550,1.7,154.4679055,13.16017316
5102,2,25,1,3,415,98,1.9,143.6170124,13.26162724
5115,2,42,2,1,415,556,0.8,178.6097368,12.15534278
20308,2,1,2,1,415,549,1.2,170.6397301,12.1883959
20353,2,42,1,1,415,548,1.2,169.0566016,11.05751073
5119,2,25,1,3,415,98,2,163.2382558,15.53535146
5100,2,25,1,3,415,98,1.7,172.6310804,10.24681476
5117,2,42,1,1,415,566,1.4,164.1141565,9.42311004
20411,2,18,1,1,415,547,1,175.1185124,16.8939759
5088,2,42,2,1,415,554,1.5,159.1353918,11.50675209
20409,2,18,1,1,415,555,2,138.2241378,17.19189748
5063,2,42,2,1,415,558,1.6,156.488913,15.65438766
20499,1,25,1,1,415,565,1.3,166.361184,14.90046578
20407,1,42,1,1,415,563,1.6,173.8025256,7.96001492
5143,1,31,2,1,415,557,1.8,153.6936458,9.92195122
20406,1,18,1,1,415,555,1.7,161.0286155,9.448857288
20305,1,25,2,1,415,551,1.4,179.382437,12.86422018
20304,1,42,2,1,415,558,2.1,157.2600088,11.32992559
20458,1,30,1,1,415,552,1.5,158.0545664,12.29765274
20352,1,42,1,1,415,566,1.5,162.1615438,11.5991182
20494,1,42,1,1,415,568,1.6,140.6386741,13.33295113
20303,1,1,2,1,415,549,1.5,148.7472555,14.7136548
20457,1,31,2,1,415,557,1.8,164.0030114,9.077003667
20351,1,25,2,1,415,567,1.2,167.6360425,12.10191083
20350,1,25,1,1,415,561,1.4,186.7334358,10.84002426
20455,1,30,2,1,415,559,1.8,155.2046127,9.606241873
20349,1,25,2,1,415,560,1.6,172.3778887,12.83518417
20591,2,42,1,1,415,569,1.5,165.4992311,12.95147929
5154,2,30,2,1,415,559,1.5,156.862695,11.72827225
20302,2,1,2,1,415,549,1.5,154.9979787,12.41481015
5118,2,25,2,1,415,560,1.2,174.2786364,14.02818148
20401,2,25,3,1,415,570,1.6,176.2857342,14.33216507
20348,2,42,2,1,415,556,1.1,172.3702239,15.62859742
20301,2,1,2,1,415,549,1.2,158.3316667,18.795593
20300,2,25,2,1,415,551,1.2,177.0035363,13.99410118
20400,2,42,1,1,415,563,1.3,168.8175341,14.45655123
5152,2,30,2,1,415,559,1.7,161.1341529,9.642290749
5130,2,42,1,1,415,548,1.6,152.1668797,12.71178566
20452,2,31,2,1,415,557,1.8,161.4519344,7.621946662
20347,2,42,1,1,415,548,1.5,172.4956773,9.36576839
5106,2,25,2,1,415,560,1.6,155.0716524,17.81419724
20299,2,1,2,1,415,549,1.4,158.9238183,16.57101921
5098,2,42,1,1,415,548,1.8,166.2871591,15.79193324
5146,2,30,1,1,415,552,1.3,168.7971218,11.70744337
5151,2,31,2,1,415,557,1.6,171.2496693,10.1184914
20451,2,31,2,1,415,557,1.3,194.5541201,10.99781911
20449,1,31,2,1,415,557,1.6,173.2836354,10.06555184
5091,2,42,2,1,415,554,1.4,166.2131221,13.68707952
5116,2,25,1,2,415,571,1.8,156.2978125,14.31219512
5101,2,25,2,1,415,560,1.3,151.4647925,13.22308758
5107,2,25,1,3,415,98,1.8,153.6904237,14.08361582
5109,2,25,2,1,415,560,2,151.5014304,17.57826434
20590,2,42,1,3,415,42,1.1,165.6611089,15.795866
20686,2,25,1,1,415,572,1.6,142.4221656,17.50521327
5215,2,36,1,1,415,573,1.6,147.5769128,15.56865672
20685,2,25,1,1,415,572,1.9,137.353914,16.33432836
20541,2,1,1,1,415,574,1.1,155.3964815,15.9473787
5243,2,42,1,1,415,575,2.3,140.3809271,13.39357122
20630,2,42,2,1,415,576,0.9,166.0852756,14.48818444
20684,2,30,1,3,415,67,1.3,165.1010236,14.48818444
5221,2,42,1,1,415,577,1.5,155.6405435,16.9858478
20629,2,42,1,1,415,578,1.4,143.8388782,16.06054827
20628,2,42,2,1,415,576,1,175.2126695,11.2770416
20772,2,42,1,1,415,575,1.3,156.8293389,12.27031838
20588,2,30,2,1,415,579,1.3,164.5123025,11.79060403
20587,2,30,1,1,415,580,1.4,156.0616905,13.44981854
20682,2,30,2,1,415,581,1.4,148.2604392,15.32365457
20626,2,42,1,1,415,578,1.4,148.074699,17.04699318
20771,2,25,1,1,415,582,1.5,148.9971799,20.21804223
5213,2,25,1,1,415,572,1.9,143.6609677,14.68057554
5224,2,30,1,1,415,583,2,141.6259873,12.1563981
5226,2,25,1,1,415,584,1.7,153.1873214,13.96837945
20769,2,42,1,1,415,564,1.2,163.5938538,14.63947939
5207,2,42,1,1,415,585,1.1,147.2317496,17.50501384
20768,2,25,1,1,415,582,1.5,152.483873,14.89409436
20680,2,30,2,1,415,581,1.1,155.838775,16.73981946
20679,2,25,1,1,415,572,1.6,158.6915363,12.8323177
20894,2,25,1,1,415,586,1.1,169.6399467,23.63920961
20767,2,25,1,1,415,582,1.5,148.8200086,16.8651549
20540,2,1,1,1,415,574,1.3,167.8148035,10.13333333
20678,2,30,2,1,415,581,1,157.0434404,15.33860182
20394,2,25,1,1,415,587,1,164.4980224,13.22962963
5228,2,25,1,1,415,584,1.4,151.4984798,14.47478092
20673,2,25,1,1,415,588,1.5,152.5637676,15.47672302
20712,2,30,1,1,415,583,2,144.1151634,14.69271845
20625,2,30,1,1,415,589,1.1,164.9188986,12.79600143
20672,2,42,1,1,415,577,1.3,138.7465467,15.70796915
20624,2,42,1,1,415,585,1.5,149.9797359,11.82062441
20671,2,36,1,1,415,573,1.7,167.4842771,13.54952311
20585,2,42,3,1,415,590,1.2,172.2722895,16.18450019
20893,1,25,1,1,415,586,1.6,145.7148282,18.0892562
20584,2,36,1,1,415,591,1.5,151.9098365,11.49799427
20539,2,42,2,1,415,592,1.2,173.2989836,12.49689255
20538,2,25,1,1,415,593,1.7,153.1377979,9.699648675
20490,2,36,1,1,415,594,1.4,151.1082773,17.72307692
20448,2,1,1,1,415,562,1.4,164.8914151,8.816632017
20393,2,1,2,1,415,595,1.8,164.7187383,14.56818963
20623,2,42,1,1,415,585,1.4,161.3346597,8.831933356
20537,2,1,1,1,415,574,1.4,184.653255,13.95127479
20670,2,30,1,3,415,67,1.4,169.4609184,13.75130305
20583,2,42,1,3,415,42,1.1,180.8283772,15.1154213
20622,2,42,1,1,415,596,1.4,157.350219,14.15806452
20621,2,42,1,1,415,597,1.3,175.7607447,14.17726218
20620,2,42,3,1,415,598,1.2,166.0852756,13.79827089
20536,2,42,2,1,415,599,1.3,165.2467308,16.88293371
20447,2,30,2,1,415,559,1.9,171.0032937,15.08969521
5201,2,42,2,1,415,600,1.4,158.78561,15.25685141
20535,2,42,2,1,415,592,1.6,176.5044737,13.62236691
20619,1,30,1,1,415,589,1.5,164.2851923,16.88293371
20592,1,42,1,1,415,601,1.7,158.4671024,17.12877819
20815,1,25,2,1,415,602,1.4,167.6675562,15.307721
20392,1,25,2,1,415,603,1.4,160.7384767,13.20079313
20582,1,30,1,1,415,580,2.1,144.187943,12.56819788
20669,1,30,1,3,415,67,1.6,133.6352296,14.1174953
20668,1,30,1,3,415,67,1.2,179.1497162,11.15629454
20391,1,25,2,1,415,603,1.5,139.5427372,10.68691614
20667,1,25,1,1,415,588,1.8,132.8908179,18.16219675
20581,1,42,3,1,415,590,1.3,175.9590252,20.25120183
20580,1,42,2,1,415,604,1.6,161.4848324,15.08031496
20764,1,42,1,1,415,575,1.7,148.4499829,10.54301958
20666,1,25,1,1,415,572,1.9,149.4531356,11.33559322
20617,1,42,1,1,415,585,1.8,141.295031,12.63012118
20578,1,30,2,1,415,579,1.5,139.475994,14.9264342
20763,1,25,1,1,415,582,1.7,136.1935285,12.58283791
20616,1,42,1,1,415,596,1.6,147.0594992,10.09009448
20389,1,25,3,1,415,570,1.7,153.8097811,13.39837804
20762,1,36,1,1,415,605,1.2,153.1873214,14.05849802
20664,1,25,1,1,415,588,1.8,145.9117267,14.2993619
20534,1,42,2,1,415,606,1.4,154.3742721,17.26984941
20892,1,25,1,1,415,586,1.7,139.2374522,13.45308057
20577,1,42,1,1,415,569,1.7,163.0046226,10.71268191
20615,1,42,2,1,415,600,1.6,156.0616905,12.00554273
20613,1,42,1,1,415,596,1.3,148.060937,11.44558597
20891,1,42,1,1,415,607,1.5,146.9193103,11.77806122
20533,1,42,2,1,415,606,1.6,141.6634709,15.9977182
20612,1,42,3,1,415,598,1.6,184.7727878,16.18604651
20576,1,30,1,1,415,580,1.8,142.815156,13.11944202
20575,1,36,1,1,415,591,1.8,146.7275,12.37635706
20710,1,42,1,1,415,608,1.5,140.4750624,22.10427201
20446,1,1,1,1,415,562,1.9,142.8974695,12.06143345
20609,1,42,1,1,415,597,1.6,143.9368775,10.68971437
20608,1,30,1,1,415,589,1.4,151.5479331,13.11126626
20532,1,25,1,1,415,593,1.8,154.5617014,10.88780488
20663,1,25,1,1,415,572,1.9,129.5784747,18.00092521
20573,1,42,3,1,415,590,1.5,167.5767647,15.02541278
20531,1,42,1,1,415,609,1.3,164.8418061,10.97836706
20572,1,42,2,1,415,610,1.4,161.915,15.03813123
20606,1,42,2,1,415,576,1.6,152.2742401,11.3599489
20530,1,25,1,1,415,593,1.5,145.7650797,12.41791753
20529,1,42,2,1,415,599,1.9,144.5134252,13.31503958
20570,1,36,1,1,415,591,1.2,162.5663158,10.39226519
20662,1,30,2,1,415,581,1.7,147.5672463,12.32508485
20605,1,42,2,1,415,576,1.4,169.9885887,10.67805596
20707,1,42,1,1,415,608,1.5,148.4327665,18.17712316
20568,1,42,1,1,415,569,1.9,155.2046127,11.6520156
20659,1,30,1,1,415,611,1.6,142.1512205,18.20791557
20890,1,42,1,1,415,607,1.4,163.9402016,13.90162003
20528,1,1,1,1,415,574,1.6,159.468539,10.79398195
20867,2,42,2,1,415,612,1.3,163.162619,18.16987067
20658,2,42,2,1,415,613,1.2,153.8725552,13.50367809
20809,2,25,1,1,415,614,1.2,160.4233026,13.93075356
5261,2,25,2,1,415,602,1.2,160.6340388,14.69867392
5238,2,42,1,1,415,615,1.4,171,15
20808,2,25,1,1,415,614,1.2,152.0432051,13.06978804
20862,2,25,2,1,415,616,1.2,158.8783028,13.95258359
20861,1,42,2,1,415,612,1.4,173.8422349,12.84604317
20806,1,36,1,1,415,617,1.6,158.1555063,14.31362879
20759,1,42,1,1,415,618,1.2,174.8531443,12.13258174
20805,1,36,1,1,415,617,1.7,166.6338716,13.55324305
20758,1,42,1,1,415,619,1.2,162.200316,13.55844156
20657,1,25,1,1,415,620,1.7,171.9953571,15.08969521
20757,1,36,1,1,415,621,1.7,161.5582532,8.000544033
20656,1,42,2,1,415,613,1.5,158.6357447,12.44450262
20956,1,25,2,1,415,622,1.4,162.1482677,9.165994236
20860,1,42,2,1,415,612,1.2,183.84213,11.42773723
20927,1,25,1,1,415,623,1.4,162.5855202,15.26979866
20989,1,25,2,1,415,624,1.7,155.4574528,12.7983368
20925,1,25,1,1,415,625,1.5,163.9442398,16.70317744
20948,1,25,1,1,415,626,1.7,154.8107952,11.51127566
21004,1,25,1,1,415,627,1.6,157.8790078,15.11332858
20921,2,25,1,1,415,625,1.1,183.4434091,14.48866995
20859,2,42,2,1,415,628,1.6,165.6611089,9.458018532
20986,2,25,2,1,415,624,1.3,169.377766,12.48445476
20964,1,25,2,1,415,629,1.2,173.6912009,17.00522565
20755,2,42,1,1,415,618,1.6,179.5186325,9.452795031
20754,1,36,1,1,415,621,1.7,163.2864822,9.902792141
20753,1,36,1,1,415,630,1.3,169.5227075,15.82646421
20752,1,36,1,1,415,630,1.4,157.4533244,10.34659651
5251,1,36,1,1,415,617,1.5,156.75875,12.88695652
20934,1,42,1,1,415,631,2.7,133.5760787,12.31423895
20919,1,42,1,1,415,632,1.4,143.1926886,13.47179946
20888,1,42,1,1,415,633,1.8,152.5101134,12.61683328
20750,1,42,1,1,415,634,1.2,171.5003414,14.75392517
20887,1,42,1,1,415,635,1.8,148.5872689,12.01420118
20886,1,42,1,3,415,75,1.2,149.2787902,15.6906299
20963,1,42,1,1,415,636,2,150.1383096,14.19198949
20749,1,42,1,1,415,634,1.5,165.5211185,9.59663276
20885,1,42,1,1,415,633,1.1,162.4312214,13.02857143
20802,1,25,1,1,415,614,1.7,152.0432051,11.51180006
20946,1,25,1,1,415,637,1.8,142.5130551,9.144715447
20655,1,1,3,1,415,638,1.7,148.0080979,11.26732319
20654,1,42,2,1,415,613,1.7,154.0553061,15.24785894
20916,1,42,1,1,415,632,1.5,146.7352995,17.55902499
20933,1,42,1,1,415,631,2.8,143.1666181,11.51653638
20955,1,25,2,1,415,622,1.4,148.3084142,16.65619994
20653,1,1,3,1,415,638,1.5,161.0753261,17.62510013
20744,1,42,1,1,415,619,1.2,145.4491812,12.13842059
20743,1,42,1,1,415,615,1.6,154.9385192,13.82974887
20915,1,25,2,1,415,639,1.4,156.8408242,9.593526635
20914,1,25,1,1,415,625,1.7,156.8408242,11.53068105
20800,1,25,1,1,415,614,1.4,184.9632063,9.76350365
20944,1,42,1,1,415,640,1.3,150.9873104,13.54190817
20741,1,42,1,1,415,618,1.5,146.083,11.64082118
20799,1,42,2,1,415,641,1.5,169.5076295,12.85302258
20740,1,36,1,1,415,621,1.5,152.1747623,12.55756052
21016,1,25,2,1,415,642,1.6,148.0116011,15.07462884
20798,1,25,2,1,415,602,1.2,175.9590252,13.77916826
20652,1,25,1,1,415,620,1.5,164.4980224,14.2617284
