ID,parity, year-season at birth,TNB,NBA, litter weight at birth
5526,3,417,20,17,25.1
3442,5,417,18,15,20.9
3685,5,417,18,17,18.4
5851,3,417,17,15,21.6
6417,2,417,18,17,22.7
7168,1,417,17,17,21.7
6345,2,417,16,16,21.4
7006,1,417,14,14,19.4
4118,4,417,23,19,18.6
6244,2,417,18,16,19
5675,3,417,16,15,19
7166,1,417,12,12,19
6383,2,417,20,17,27.4
5518,3,417,15,13,16.7
5630,3,417,16,14,21.8
6360,2,417,18,16,25.2
7194,1,417,18,18,25
4495,4,417,14,12,16.9
3429,5,417,12,12,15.5
5875,3,417,13,12,13.9
5727,3,417,20,19,28.1
5705,3,417,20,19,17.8
4138,4,417,15,11,15.4
4335,4,417,15,14,16.5
5757,3,417,12,12,16.6
7058,1,417,14,12,13.2
5618,3,417,14,11,10.5
5736,3,417,10,10,16.5
4972,3,417,21,16,19.4
5151,3,417,18,15,16.3
4300,4,417,10,10,17.9
4120,4,417,19,17,17.2
5625,3,417,20,18,22
4313,4,417,20,19,18.1
6342,2,417,17,14,19.1
7201,1,417,17,15,20.5
4353,4,417,16,14,22.1
6393,2,417,18,15,20.7
7157,1,417,18,18,22.7
3958,4,417,14,13,18.1
3950,4,417,22,21,23.4
4225,4,417,20,16,21.4
5954,2,417,21,18,26
7193,1,417,8,7,9.8
6448,2,417,19,19,26.8
6425,2,417,10,10,17.2
4570,4,417,17,15,20.1
7045,1,417,13,12,19.5
4889,4,417,15,12,16.2
3987,4,417,21,19,29.1
4026,4,417,10,10,18.8
4816,4,417,13,12,12.2
4088,4,417,17,16,22.2
5752,3,417,13,12,18.4
5817,3,417,20,19,23.8
4871,4,417,19,18,10.9
5823,3,417,17,16,10.9
4090,4,417,17,16,10.9
6356,2,417,17,14,10.9
4125,4,417,20,18,10.9
6306,2,417,17,15,10.9
7100,1,417,16,16,10.9
5657,3,417,18,16,21.6
7038,1,417,15,15,21.8
5776,3,417,17,17,22.1
7089,1,417,15,15,19.9
7088,1,417,14,11,14
3480,5,417,16,16,20.9
4538,4,417,20,19,24
6397,2,417,15,15,23.9
5787,3,417,20,19,21.1
3681,5,417,19,18,21.8
6861,1,417,15,14,21.3
5605,3,417,14,11,17.3
6369,2,417,18,17,22.8
6370,2,417,16,15,21.4
6041,2,417,20,19,24.3
7184,1,417,14,13,14.3
4329,4,417,12,11,14.6
5798,3,417,14,11,14
7114,1,417,16,12,17.9
6304,2,417,15,14,17.7
7095,1,417,13,12,19.5
3438,5,417,21,18,23.8
6382,2,417,20,20,26.5
4262,4,417,21,20,22.7
4121,4,417,17,15,24.9
6384,2,417,14,12,19.9
5896,2,417,10,8,9.8
3934,4,417,5,5,5.1
5558,3,417,9,8,13.5
7146,1,417,17,15,23.7
4286,4,417,9,9,15.7
4489,4,417,23,20,21.8
6542,2,417,13,9,10.4
6366,2,417,14,14,18.1
7083,1,417,13,12,15.6
7013,1,417,17,16,18
5552,3,417,18,17,20.2
3145,6,417,14,12,14.3
6354,2,417,14,14,25.1
6374,2,417,14,13,17.4
6934,1,416,17,16,19.2
6001,2,416,10,10,16.4
7064,1,417,14,9,11.3
7222,1,417,15,14,19.1
7196,1,417,16,16,19.7
7143,1,417,8,8,13.1
7119,1,417,18,16,21.7
6197,2,417,14,14,17.9
7123,1,417,15,12,11.5
6775,1,417,13,11,13.6
7118,1,417,12,12,14.3
7243,1,417,16,13,16.5
7214,1,417,13,12,17.3
6964,1,417,5,5,7.4
7188,1,417,7,7,9
7207,1,417,14,13,19.8
7169,1,417,15,13,18.7
5772,3,417,7,7,9.1
7098,1,417,13,13,14.2
4297,4,417,16,15,23.1
5689,3,417,20,18,26.6
7164,1,417,15,12,15.9
7155,1,417,15,15,17
4615,4,417,19,19,18
5761,2,417,9,9,15.1
3745,5,417,14,13,15.4
7235,1,417,12,12,14.3
7200,1,417,11,10,15.5
7170,1,417,16,16,17.2
6484,2,417,16,13,22.5
5557,3,417,11,10,18.8
5206,3,417,14,12,17.3
6403,2,417,14,13,17
4410,4,417,18,18,20.6
6450,2,417,19,18,22.2
6352,2,417,19,17,20
6498,2,417,15,15,21.9
3915,4,417,16,16,19.9
3104,6,417,12,11,15.7
3944,4,417,14,14,15.9
7036,1,417,18,17,23.6
7178,1,417,18,18,22.1
7076,1,417,18,16,16.8
4619,4,417,21,19,19.2
5839,3,417,16,15,19.1
4390,4,417,12,12,14.2
7199,1,417,19,19,22.7
3552,5,417,14,14,18.9
5788,3,417,18,16,18.7
6353,2,417,14,13,23.2
4698,4,417,12,11,12.8
3162,5,417,14,13,20.7
4432,4,417,16,13,20.7
5799,3,417,21,20,25.2
7093,1,417,14,14,16.4
6940,1,417,12,11,17.9
6462,2,417,12,11,16.8
6396,2,417,14,12,19.3
5642,3,417,18,18,27.7
6013,2,417,23,22,31.8
7141,1,417,16,14,21.3
6303,2,417,15,15,15.9
6474,2,417,17,17,19.2
4818,3,417,11,9,12.3
5500,3,417,14,10,10.8
6416,2,417,15,14,18.7
5747,3,417,18,18,22.7
4205,4,417,9,9,14.4
5865,3,417,14,6,7.6
6357,2,417,12,11,22.9
6496,2,417,16,16,19.8
6464,2,417,16,16,22
4072,4,417,19,19,20.2
7224,1,417,13,13,18.2
4252,4,417,14,5,5.5
6411,2,417,18,16,23.6
3542,5,417,8,7,10.8
5816,3,417,9,8,11.1
4571,4,417,15,14,17.6
5734,3,417,18,18,19.9
5681,3,417,13,13,18.9
5837,2,417,17,17,20.5
6418,2,417,12,12,18.5
4616,4,417,13,13,15.7
4516,4,417,15,15,20.4
4164,4,417,7,6,11.6
6349,2,417,21,19,19.7
6905,1,417,16,15,17.9
7213,1,417,10,5,6.5
7171,1,417,16,15,20.2
7160,1,417,10,10,14
3144,5,417,16,15,20.9
7241,1,417,15,15,19.8
5451,3,417,15,14,17.4
7117,1,417,15,15,19.9
4824,4,417,16,7,7.3
3469,5,417,20,14,14
6948,1,417,6,6,9.5
7151,1,417,11,10,9.3
4049,4,417,10,10,14.6
7238,1,417,15,13,16.3
7161,1,417,16,0,0
6371,2,417,17,16,19.4
7032,1,417,12,12,20.3
5836,2,417,16,15,20.2
5793,3,417,18,17,19.1
3367,6,417,11,10,15.8
5762,3,417,16,14,18.3
4908,4,417,19,19,21.6
7182,1,417,14,14,13.6
6437,2,417,16,16,25.1
4095,4,417,16,15,20.3
7237,1,417,13,10,13.3
6012,3,417,17,15,16.8
7116,1,417,12,12,17.4
7234,1,417,13,12,17.4
6531,2,417,23,21,25.2
4366,4,417,19,16,16.5
7190,1,417,12,12,16.8
5678,3,417,10,8,12.7
6092,2,417,16,14,12.1
6545,2,417,17,15,22.5
4524,4,417,21,17,20
4631,4,417,16,15,20
4683,4,417,17,17,21.1
6457,2,417,16,15,19.1
4743,4,417,10,10,16.3
6483,2,417,14,14,23.5
5679,3,417,18,18,25.1
5551,3,417,14,14,15.5
4469,4,417,15,15,18.5
7230,1,417,12,11,12.5
4876,4,417,15,14,16.1
4334,4,417,17,16,23.9
3669,5,417,13,13,16.8
7282,1,417,12,9,14.6
4491,4,417,21,19,21.3
5673,3,417,13,13,19.2
3111,6,417,18,17,24.1
5700,3,417,19,17,21.7
5828,3,417,23,21,24.2
7261,1,417,14,14,20.1
4281,4,417,17,17,17.5
4681,4,417,18,18,22.8
4579,4,417,16,16,20.4
5716,3,417,15,14,16.1
3470,5,417,17,13,15.6
6521,2,417,16,15,16.5
4703,4,417,14,14,18
4010,4,417,15,13,17.2
7191,1,417,6,6,12.2
5774,3,417,18,17,24.2
5860,3,417,19,18,24
6316,2,417,15,13,20.1
7202,1,417,15,12,16.1
7250,1,417,16,15,19.9
5785,3,417,13,13,19.9
6381,2,417,17,13,18.4
4204,4,417,8,8,15.7
5728,3,417,11,9,16.4
6440,2,417,15,15,19.4
4697,4,417,17,15,16.1
6407,2,417,14,14,16
3463,5,417,13,11,14.3
7173,1,417,6,5,7.5
4800,4,417,15,15,17
4498,4,417,18,18,21.7
7127,1,417,14,14,19.3
5834,3,417,21,21,24.4
6467,2,417,17,17,21.9
6394,2,417,18,17,17
3299,6,417,11,9,10.2
5856,3,417,25,23,26.1
4756,4,417,22,20,27.8
6499,2,417,20,18,20
3946,4,417,18,17,19
4802,4,417,17,16,21.3
4920,4,417,17,17,21.3
4586,4,417,11,11,13.3
6980,1,417,13,13,17.1
4202,4,417,10,2,3.1
4162,4,417,13,13,19.4
7219,1,417,18,18,19.2
7300,1,417,13,13,18.2
4030,4,417,16,16,20.6
4629,4,417,17,16,26.4
4584,4,417,17,14,16.5
7294,1,417,23,14,13.6
4288,4,417,16,15,22.7
4228,4,417,18,17,19
4753,4,417,14,14,15.2
3283,6,417,14,14,15.5
4239,4,417,15,14,17.1
3768,5,417,12,6,8.7
6415,2,417,14,12,17.5
4832,4,417,20,20,21.4
6373,2,417,14,13,14.9
6423,2,417,16,16,20.9
4907,4,417,17,15,18.5
6495,2,417,21,20,25.3
4443,4,417,16,15,18.7
6409,2,417,16,14,17.6
3175,6,417,14,13,16.6
6505,2,417,14,13,19.6
6350,2,417,15,13,18.5
7226,1,417,17,17,24.4
6983,1,417,17,15,17.4
5808,3,417,17,16,16.8
5699,3,417,23,21,18.1
3171,6,417,15,12,20.7
6426,2,417,13,13,18.4
5701,3,417,17,16,27.7
5919,3,417,17,16,21.4
3701,5,417,13,12,18.2
7277,1,417,14,13,20.3
4754,4,417,19,16,17.8
4052,4,417,11,11,17.9
7268,1,417,4,4,5.7
6500,2,417,21,20,20.1
7269,1,417,10,10,11.4
3664,5,417,21,20,23.1
4077,4,417,12,11,15.5
4240,4,417,15,15,21.7
5613,3,417,15,12,21.8
4620,4,417,10,7,11.6
6517,2,417,13,12,15.9
4906,4,417,12,12,14.2
4813,4,417,16,16,22
6442,2,417,15,15,22.7
5622,3,417,18,15,17.7
4412,4,417,21,19,24.1
5795,3,417,16,16,20.1
4517,4,417,13,12,18.9
6522,2,417,25,25,23.8
4688,4,417,15,15,24.5
7302,1,417,14,14,20.4
6584,2,417,17,16,22.2
6337,2,417,14,12,16.9
4729,4,417,18,17,22.6
3279,6,417,15,13,15.7
4427,4,417,18,17,24.8
4886,4,417,19,15,21.2
6458,2,417,13,12,16
3079,5,417,10,9,13.5
7229,1,417,11,11,16.7
6529,2,417,16,15,24.2
6717,1,417,6,6,9.6
6502,2,417,16,15,22.4
6344,2,417,14,13,13.5
4251,4,417,18,18,22
6547,2,417,3,3,6.1
4692,4,417,19,18,23.1
7270,1,417,11,11,15
7301,1,417,14,12,11.4
5871,3,417,18,18,21.9
4704,4,417,18,18,25.7
3213,6,417,16,14,17.7
4113,4,417,13,12,19.4
4883,4,417,4,4,5.3
6514,2,417,11,11,13.1
4713,4,417,14,14,12.9
4108,4,417,17,17,21.9
3110,6,417,4,3,5.6
6259,2,417,17,17,25.4
3389,6,417,16,16,21.4
5686,3,417,22,19,19.4
4622,4,417,17,16,15.9
4330,4,417,19,19,24
6536,2,417,18,18,21.1
4870,4,417,17,16,22
6561,2,417,16,15,21.5
7129,1,417,16,16,16.9
3220,6,417,16,15,18.5
4815,4,417,18,16,21.6
7256,1,417,14,14,19.3
7259,1,417,13,11,15.2
6477,2,417,14,13,22.5
7280,1,417,13,12,15.9
7152,1,417,15,14,19.8
5847,3,417,19,18,17.6
6466,2,417,14,14,21.5
3192,6,417,8,8,9.2
4250,4,417,12,11,11.4
4534,4,417,20,19,22.6
5717,3,417,16,16,17
4216,4,417,16,14,19
6999,1,417,14,14,22.9
4430,4,417,17,17,25.7
6181,2,417,19,18,24.2
4507,4,417,10,10,16.8
4805,4,417,15,14,18.2
4690,4,417,20,18,24.3
3106,6,417,15,14,15.8
6038,3,417,16,16,26.4
6557,2,417,12,12,13.2
6507,2,417,19,17,19.9
3151,6,417,21,19,16.1
7336,1,417,17,14,17.8
4839,3,417,21,20,25.9
6368,2,417,17,15,23.2
3397,5,417,8,7,11.1
7060,1,417,17,16,20.8
4668,4,417,18,18,29
6476,2,417,15,14,12.3
6532,2,417,11,11,15
4919,4,417,16,15,17.5
3645,5,417,14,14,15.8
3680,5,417,16,15,17.3
3668,5,417,14,12,12.3
5797,2,417,18,17,21.4
7040,1,417,22,21,20.8
6489,2,417,17,17,24.3
6412,2,417,21,19,21.1
4905,4,417,12,11,17
6518,2,417,16,15,18
6554,2,417,16,16,20.9
5049,4,417,23,22,25.7
3643,5,417,13,10,10.5
4107,4,417,10,10,12.7
5050,3,417,21,19,25.5
4299,4,417,14,14,22.7
6567,2,417,13,13,20.2
3259,6,417,6,6,11.3
4675,4,417,8,8,11.4
6593,2,417,16,14,19.5
7220,1,417,7,6,7.7
4741,4,417,17,15,18.6
6613,2,417,16,16,16.1
6563,2,417,13,13,17.9
4673,4,417,15,14,21.7
5027,4,417,23,18,22.9
6493,2,417,14,13,18.2
7316,1,417,17,16,15.7
4604,4,417,19,18,21.1
4887,4,417,21,19,30.6
4613,4,417,11,11,15.2
4845,4,417,18,17,23.3
4823,4,417,10,9,17.7
7255,1,417,18,17,23.5
7304,1,417,15,15,22.3
5573,3,417,16,16,24.3
4695,4,417,17,16,20.8
7296,1,417,16,15,18
4738,4,417,5,2,2.2
4689,4,417,15,9,8.7
6309,2,417,16,16,22.1
4633,4,417,20,19,19.9
7275,1,417,21,17,19
6486,2,417,16,15,19.9
7197,1,417,17,17,18.5
4068,4,417,19,18,20
4431,4,417,19,18,21
7034,1,417,18,17,21.1
7303,1,417,16,15,23.4
5101,4,417,21,16,18.8
6421,2,417,21,20,24.9
7050,1,417,15,14,19.3
7278,1,417,13,12,12.2
5052,3,417,18,17,18.7
6625,2,417,19,18,19.7
5301,3,417,17,16,22.9
4786,4,417,15,15,22.6
3817,5,417,16,13,17.4
7330,1,417,16,15,14.2
4481,4,417,14,14,18.1
4778,4,417,18,18,23.2
5735,3,417,16,15,18.3
4674,4,417,17,16,22.1
4139,4,417,21,21,20.8
6535,2,417,19,17,17.4
4527,4,417,20,16,17.6
5669,3,417,14,12,15.9
6565,2,417,16,14,18.8
3103,6,417,18,15,16.7
7283,1,417,13,13,17.6
3737,5,417,14,13,21.2
4836,4,417,15,13,17.9
6612,2,417,13,12,19.6
5820,3,417,19,18,19.8
6601,2,417,14,14,19.8
6622,2,417,13,12,21.8
6105,2,417,16,15,21.1
5771,3,417,18,17,21.8
6114,2,417,15,15,21.9
4323,4,417,15,14,21.8
6523,2,417,14,14,18.7
4763,4,417,11,10,15
6611,2,417,14,11,19.8
4667,4,417,18,13,18.4
6422,2,417,19,19,23.6
4595,4,417,10,8,12.1
4989,4,417,20,17,18.8
5602,3,417,17,15,21.9
6587,2,417,17,15,22
5009,4,417,17,16,20.6
4918,4,417,13,12,15.3
6566,2,417,18,18,14.7
4859,4,417,12,12,17.9
4968,4,417,14,13,16.9
5768,3,417,19,18,16.9
4506,4,417,19,14,19
4740,4,417,21,18,22.3
4558,4,417,14,14,17.4
4117,4,417,17,17,23.2
4775,4,417,24,15,19
4682,4,417,12,5,6.5
4007,4,417,18,18,20.8
3651,5,417,22,19,24.1
6546,2,417,13,12,18.3
4935,4,417,14,14,16.8
3825,5,417,14,13,15.5
6605,2,417,16,15,17.7
4589,4,417,22,20,24.7
6512,2,417,13,13,17.8
4981,4,417,19,18,19.1
6616,2,417,15,15,19.5
7156,1,417,14,13,21
7368,1,417,18,17,20.5
6211,2,417,16,14,20.4
7186,1,417,12,11,18.5
7154,1,417,19,17,18.6
5812,3,417,20,18,23.9
3146,6,417,17,13,15.4
7306,1,417,12,12,18.1
4848,4,417,17,15,17.4
4518,4,417,16,13,16.9
4923,4,417,9,6,7.4
7021,1,417,6,6,10
3387,6,417,18,15,15.1
7198,1,417,14,13,18.7
7353,1,417,18,17,16.3
6359,2,417,15,15,26
7357,1,417,16,16,27.6
5879,3,417,7,7,11.7
6674,2,417,17,17,19
3484,5,417,15,14,20.4
4922,4,417,13,13,17
5702,3,417,18,17,14.4
3805,4,417,15,5,6
4696,4,417,16,14,16.2
6588,2,417,10,9,16.4
6549,2,417,16,16,19
6439,2,417,18,16,19.4
6433,2,417,17,16,21.9
4804,4,417,15,12,16.9
5870,3,417,18,18,24
6592,2,417,17,17,22.4
3831,5,417,13,12,17
4515,4,417,13,13,19
6574,2,417,18,14,16.7
5914,3,417,14,13,15.3
3635,5,417,12,11,12.8
5632,3,417,17,14,14.7
4712,4,417,14,14,21.3
4739,4,417,20,20,26.3
4416,4,417,17,16,21.4
3413,6,417,15,14,20.8
6678,2,417,11,11,17.2
6572,2,417,16,11,9
3875,5,417,24,17,19.9
6326,2,417,21,21,26.7
3366,6,417,15,13,18.8
4444,4,417,9,7,8.8
3793,5,417,11,9,10.9
3812,5,417,10,8,11.3
3544,5,417,11,11,16.5
6577,2,417,12,11,14.1
3799,5,417,19,19,22.1
6846,1,417,15,15,19.1
4834,4,417,19,18,17.7
6358,2,417,12,12,17.9
4315,4,417,15,13,15.9
6534,2,417,16,16,20.5
4746,4,417,20,17,21.3
6427,2,417,17,16,19.1
3954,4,417,18,16,15.9
4960,4,417,14,14,12.6
4488,4,417,15,14,18.2
5792,3,417,20,19,26
7326,1,417,16,14,23.7
4869,4,417,19,17,19.7
4789,4,417,18,18,19
5897,3,417,17,13,14.6
5952,3,417,17,16,25.4
4656,4,417,23,21,25.5
7351,1,417,9,8,12.6
3147,6,417,13,13,18.3
7292,1,417,13,12,16.4
4375,4,417,12,11,14.5
3818,5,417,15,14,18.4
7355,1,417,12,12,16.9
6568,2,417,17,16,21.7
5671,3,417,18,18,20
5512,3,417,14,14,21.5
7043,1,417,14,13,19.3
7363,1,417,16,16,21.4
7328,1,417,12,9,14.9
6664,2,417,10,10,18.4
7322,1,417,13,13,18.9
7369,1,117,17,16,18.9
6634,2,117,20,19,23.3
6560,2,117,18,17,20.9
6621,2,117,19,16,22.5
3614,5,117,11,10,19.6
4593,4,117,15,15,18.5
7071,1,117,13,12,22.1
7341,1,117,11,10,14.5
7295,1,117,17,17,22.2
7231,1,117,13,13,16.1
3112,6,117,12,11,12.4
6637,2,117,19,17,20.6
7358,1,117,16,15,15.7
4706,4,117,19,18,24.2
5869,3,117,20,20,21.6
5918,3,117,20,20,22.1
4910,4,117,15,14,18.2
6635,2,117,13,13,15.4
6537,2,117,22,17,20.6
5200,4,117,18,17,20.5
7276,1,117,10,10,12.5
4742,4,117,15,14,21.4
6669,2,117,19,18,14.4
6627,2,117,21,15,18.7
3476,5,117,20,15,22.5
7044,1,117,21,14,16.9
7350,1,117,17,16,19.4
7187,1,117,15,15,23.5
6620,2,117,21,20,23.1
7348,1,117,17,17,22.5
5913,3,117,23,20,22.8
7291,1,117,18,18,20.1
6513,2,117,18,16,16.9
4833,4,117,17,16,23.2
3266,6,117,18,18,25.5
5857,3,117,19,18,24.7
4614,4,117,18,16,18.4
5894,3,117,20,18,23.2
4769,4,117,18,17,19.5
6543,1,117,16,15,20.4
4959,4,117,12,12,16.9
4792,4,117,17,14,19.3
5682,3,117,17,17,22.1
6600,2,117,14,14,23.8
6461,2,117,23,20,20.6
7052,1,117,21,21,27.6
3535,5,117,16,16,16.3
5840,3,117,14,13,15.7
7313,1,117,15,15,20.6
5853,3,117,17,17,20.1
4912,4,117,15,14,21.8
6671,2,117,18,18,17.9
3884,5,117,14,14,21.5
6212,2,117,18,16,19.7
7338,1,117,15,15,21.6
3697,5,117,17,16,18.7
6019,3,117,12,12,19.5
4382,4,117,13,12,20.1
6726,2,117,13,12,14.4
6697,2,117,19,18,26.8
4967,4,117,18,16,20
3481,5,117,12,10,14.9
6571,2,117,17,15,18.4
6652,2,117,16,16,18.7
7361,1,117,18,16,19.3
5819,3,117,19,18,23
5723,3,117,22,20,24.9
5035,4,117,18,17,22.5
5852,3,117,15,15,19
6624,2,117,18,15,21.3
5848,3,117,10,10,16
7299,1,117,14,14,18.7
5534,3,117,13,13,22.3
3792,5,117,13,13,20.8
7267,1,117,17,16,18.8
5646,3,117,19,18,22.6
6718,2,117,14,0,0
5943,3,117,6,5,9.6
6526,2,117,12,11,18.9
6794,2,117,20,17,21.3
7332,1,117,12,11,19.8
4779,4,117,16,14,18.9
6025,3,117,24,20,22.1
7266,1,117,15,15,17
7346,1,117,13,13,16.8
7333,1,117,14,12,16.4
7286,1,117,19,19,21.5
6734,2,117,9,9,17.1
7374,1,117,10,10,18.4
7273,1,117,17,16,19.4
7445,1,117,14,11,12.9
7298,1,117,22,19,23.9
7145,1,117,15,15,18.6
5585,3,117,19,15,19
5218,4,117,14,12,16.3
7331,1,117,18,17,23.2
4418,4,117,19,18,21.9
7411,1,117,14,14,19.2
3767,5,117,16,16,21
4877,4,117,14,14,17.9
5055,4,117,19,19,24.4
7027,1,117,19,7,10.4
4945,4,117,16,15,18.9
4840,4,117,11,10,15.6
4842,4,117,21,17,21.6
4181,4,117,19,16,15.8
4671,4,117,17,17,24.4
6404,2,117,19,18,20.8
6116,2,117,22,21,26.1
4273,4,117,19,18,21.2
4903,4,117,22,19,22.3
5276,4,117,17,13,19.9
5113,4,117,15,13,16.3
5937,3,117,16,15,21.5
6665,2,117,13,13,25.5
6686,2,117,13,12,19.4
7239,1,117,15,15,21.1
7340,1,117,11,10,13.9
4803,4,117,15,14,19.6
4849,4,117,12,11,17.1
5088,3,117,21,18,22.3
4755,4,117,16,15,21.7
6630,2,117,9,7,13.6
6636,2,117,17,17,19.8
5992,3,117,15,14,16.8
5882,3,117,20,17,22.9
5845,3,117,20,17,22.8
6591,2,117,17,16,19.3
5872,3,117,17,14,22.3
7382,1,117,13,13,15.4
6995,1,117,14,13,15.4
5818,3,117,12,12,16.5
3483,5,117,10,8,11
7429,1,117,16,13,16.1
7359,1,117,15,15,19.3
3757,5,117,15,13,16.9
7375,1,117,17,14,15.1
6615,2,117,13,13,22
5878,3,117,11,11,16
4046,4,117,5,5,8.5
7159,1,117,14,14,17.8
5930,3,117,12,9,10.4
7380,1,117,17,16,20.3
7232,1,117,15,12,16.7
7271,1,117,13,13,16.1
3380,5,117,16,15,15.6
7373,1,117,16,16,21.1
3321,6,117,17,16,22.8
7407,1,117,17,17,18.7
6663,2,117,25,19,20.3
4282,4,117,20,19,25
6583,2,117,15,14,23.4
6595,2,117,12,11,17.5
4864,4,117,18,16,16.4
6516,2,117,10,9,11.7
3662,5,117,15,14,15.7
4942,4,117,22,18,26.9
7252,1,117,11,11,19.7
6629,2,117,5,5,8.6
3819,5,117,15,14,19
7426,1,117,6,6,8.6
7174,1,117,16,16,22.5
7370,1,117,13,12,17.9
3114,6,117,9,8,11.5
6707,2,117,21,19,20.1
7376,1,117,16,16,18.8
6491,2,117,19,19,26.7
7400,1,117,18,15,18.2
7421,1,117,17,15,19.8
3355,5,117,10,10,18.1
4846,4,117,15,14,16.6
6684,2,117,18,14,13.9
4347,4,117,9,9,13.8
3176,6,117,14,12,15.1
6261,2,117,15,14,18.1
7413,1,117,15,15,18.6
5214,4,117,15,14,15.4
4807,4,117,18,16,19.5
5807,3,117,16,14,16
5077,4,117,12,12,12.6
7334,1,117,11,11,19.4
6904,2,117,13,13,17.4
3391,6,117,16,16,21.8
7339,1,117,14,13,19.4
7366,1,117,16,15,19.2
7371,1,117,16,15,19.3
4787,4,117,13,13,17.6
7203,1,117,14,13,14.9
7253,1,117,17,14,17.9
6716,2,117,21,20,27.7
3428,6,117,15,15,15.2
5013,4,117,13,12,16.1
5083,4,117,20,19,23.9
5197,4,117,18,15,19.2
6539,2,117,12,12,20.1
3660,5,117,16,15,23.9
4862,4,117,14,11,12
4764,3,117,15,15,16.4
5729,3,117,21,16,17.8
6715,2,117,16,13,21.1
6722,2,117,10,10,16.9
6638,2,117,19,18,21.4
6667,2,117,19,19,23.4
4988,4,117,16,15,19.1
5846,3,117,14,14,22.3
3493,5,117,11,9,15.3
3267,6,117,17,13,19.6
3393,6,117,14,13,21.4
6497,2,117,19,18,21.7
5235,4,117,21,17,26.1
5012,4,117,14,10,12.2
6675,2,117,15,14,21.4
5953,3,117,18,17,20.2
7121,1,117,17,16,22
3378,5,117,16,14,20.5
5146,4,117,16,15,19
4966,4,117,13,13,23.8
4953,4,117,16,15,15.7
6742,2,117,18,17,14.1
5189,4,117,11,11,19.9
6410,2,117,14,14,20.8
3763,5,117,16,16,19.2
5843,3,117,20,20,23
6735,2,117,19,18,22.4
7448,1,117,7,7,10.2
6708,2,117,22,19,20.8
7452,1,117,15,14,22.4
3957,5,117,10,10,16.4
5303,4,117,14,14,20.6
3340,6,117,20,18,19.9
4817,4,117,13,13,19.1
5868,3,117,17,15,19.3
6653,2,117,17,16,16.3
7436,1,117,11,8,9.5
7394,1,117,15,15,21.7
6777,2,117,20,16,15.2
3838,5,117,16,14,19.6
7094,1,117,15,14,17.4
7404,1,117,20,14,17.2
7464,1,117,11,10,12
3296,6,117,8,7,10.7
5207,4,117,16,15,15.1
7431,1,117,15,13,17.9
7454,1,117,14,14,15.4
5098,4,117,22,21,21.7
4457,4,117,17,17,21
3223,6,117,12,11,14
5006,4,117,16,15,22.1
5042,4,117,16,13,17.9
5770,3,117,13,13,17.8
4346,4,117,10,8,16.1
3647,5,117,16,15,16.1
3682,5,117,14,12,18.4
3829,5,117,15,13,18.2
7415,1,117,14,13,13.3
4868,4,117,17,14,15.7
4858,4,117,21,17,15.4
5100,4,117,15,12,11.8
5005,4,117,15,14,15.5
7412,1,117,14,13,16.2
4569,4,117,16,14,22.6
4808,4,117,7,7,6.7
5238,4,117,20,18,19.7
5877,3,117,18,18,18.2
6685,2,117,12,12,12.4
7420,1,117,14,14,18.1
6682,2,117,15,14,16.9
5079,4,117,14,13,11.7
4861,4,117,16,15,17.1
5891,3,117,15,13,14.7
6623,2,117,18,17,21.3
3746,5,117,19,17,19.9
6756,2,117,13,12,12.5
3835,6,117,16,15,16.6
4852,4,117,17,13,17.1
3506,5,117,20,18,22.8
7506,1,117,19,19,18.9
6598,2,117,6,6,10.3
7438,1,117,16,15,14.2
6704,2,117,15,15,22.3
6037,3,117,19,19,22.5
3786,5,117,13,11,15.5
5794,3,117,15,15,21.9
5805,3,117,17,17,19.4
3201,6,117,12,10,17.9
6666,2,117,15,15,17.3
6785,2,117,16,16,17.4
5243,4,117,17,16,15.7
4767,4,117,21,20,20.7
6585,2,117,15,14,18.3
5177,4,117,21,19,18.6
5835,3,117,19,17,18.6
5912,3,117,20,19,16.5
5962,3,117,18,17,21.9
4835,4,117,8,5,6.2
5911,3,117,15,13,20.5
6764,2,117,19,19,18.1
4541,4,117,11,11,14.7
5072,4,117,21,20,22.4
7240,1,117,19,19,18.5
7410,1,117,17,17,20.8
4287,5,117,12,12,13.5
6761,2,117,18,17,20
6085,2,117,11,11,17.3
5178,4,117,19,18,20.2
6077,3,117,16,16,21.5
3798,5,117,14,14,17.2
5922,3,117,15,15,18.7
4566,4,117,18,18,19
7459,1,117,18,17,17
5279,4,117,17,17,19.5
6724,2,117,13,13,13
5053,4,117,18,15,20.8
6787,2,117,19,15,13.9
7097,1,117,17,17,17.2
4806,4,117,20,16,16.3
6754,2,117,16,15,21.5
7476,1,117,6,6,5.4
3396,6,117,15,14,18.3
6036,3,117,19,19,19.5
3341,6,117,15,11,8.8
7533,1,117,11,9,9.2
7544,1,117,16,16,16.3
5769,3,117,12,11,13.8
5106,4,117,17,16,22.7
5071,4,117,16,15,19.5
7529,1,117,6,6,9
4027,4,117,21,19,24.7
5895,3,117,17,14,15.3
5854,3,117,18,17,16.2
4801,4,117,13,13,19.1
5107,4,117,17,16,17.2
5234,4,117,19,19,22.2
6015,3,117,17,17,17.5
7284,1,117,14,13,12.9
6582,2,117,18,17,19.3
7598,1,117,8,8,10.6
5861,3,117,20,17,19.5
5977,3,117,22,21,24.1
6027,3,117,19,17,24.6
4913,4,117,16,13,15.3
5224,4,117,13,13,19.8
